seed,frame,n_obs,ddpm_rmse,ddpm_mag_err,ddpm_ang_err_deg,vcnn_rmse,vcnn_mag_err,vcnn_ang_err_deg,stream_full_rmse,stream_full_mag_err,stream_full_ang_err_deg,divergentunet_rmse,divergentunet_mag_err,divergentunet_ang_err_deg,unconstrained_rmse,unconstrained_mag_err,unconstrained_ang_err_deg,linstream_rmse,linstream_mag_err,linstream_ang_err_deg
45,16289,132,0.14568346550625694,0.10067593306303024,52.605918884277344,0.06811094618831921,0.039277590811252594,49.586795806884766,0.10859801074642779,0.07072754204273224,59.299537658691406,0.12910496328793258,0.09311329573392868,46.37575149536133,0.04743613994044942,0.028642548248171806,34.346858978271484,0.07499826928065692,0.046336349099874496,37.773773193359375
46,9244,149,0.053648482019402435,0.03707791492342949,22.31658935546875,0.034395563270025624,0.029093055054545403,10.068300247192383,0.06873581204162166,0.042515888810157776,26.667964935302734,0.06587246293175665,0.05506511777639389,28.14608383178711,0.0408762322458269,0.03634519502520561,14.403193473815918,0.05300569175509079,0.05039667338132858,12.920671463012695
47,2227,128,0.14563304388924533,0.11413418501615524,66.55413055419922,0.0386291692519143,0.03681674227118492,8.257316589355469,0.06074175616347115,0.043443482369184494,19.980195999145508,0.14717478447261356,0.12441261857748032,61.93214416503906,0.07184894961359053,0.06574678421020508,17.962018966674805,0.07805618547353235,0.06712915748357773,21.413898468017578
48,2282,134,0.06427915851008552,0.016312507912516594,50.663448333740234,0.03473011929095342,0.027406862005591393,19.071300506591797,0.045224820498216974,0.026111362501978874,42.753173828125,0.06038676582566827,0.025242481380701065,50.39035415649414,0.04231862046420632,0.02664376050233841,30.429468154907227,0.19207935523765562,0.10332825034856796,90.82130432128906
49,2135,132,0.0665092924395021,0.05497162789106369,60.31637191772461,0.029665605988577357,0.026898112148046494,13.731669425964355,0.040682853870056865,0.026244064792990685,32.037681579589844,0.061336431211415306,0.06607580929994583,35.98631286621094,0.05316647963527138,0.026046153157949448,37.16567611694336,0.13256723414694038,0.03890151157975197,114.76753234863281
50,13936,133,0.21386024308568052,0.1829354614019394,67.7728042602539,0.05858860737034678,0.04200499877333641,64.06236267089844,0.0645363269411273,0.03762071207165718,53.089439392089844,0.1494710574252756,0.10159527510404587,88.0814208984375,0.08550292367817333,0.04751821979880333,57.06426239013672,0.08728450057036215,0.029396846890449524,84.5574722290039
51,6934,143,0.05274682542082204,0.03642047569155693,41.80846405029297,0.04848371321481535,0.03778216242790222,27.790136337280273,0.06438730073365495,0.039769917726516724,48.20991134643555,0.05898459504494885,0.045500822365283966,46.208778381347656,0.05171703071091349,0.031046055257320404,30.94451332092285,0.07674137626785876,0.04642247036099434,72.6883316040039
52,16356,124,0.21988914128298104,0.19450652599334717,39.09977722167969,0.0577122617619394,0.04409047216176987,14.868239402770996,0.13029755066097534,0.09588603675365448,27.756303787231445,0.20926076873189658,0.1841382384300232,31.340837478637695,0.08530408762937627,0.06961369514465332,27.92583656311035,0.09762664176849706,0.06258375942707062,33.37867736816406
53,13894,134,0.08063754018558852,0.07226210832595825,41.87551498413086,0.055776918793894306,0.036522384732961655,23.898962020874023,0.08197965009612143,0.041160598397254944,41.90547180175781,0.07445925379658755,0.058972492814064026,34.760223388671875,0.06487989735320494,0.043481044471263885,28.06510353088379,0.0632150430986182,0.04738681763410568,30.162765502929688
54,6809,139,0.053521710346801345,0.041579268872737885,32.081275939941406,0.059349178141833867,0.029758276417851448,36.692630767822266,0.082054347810708,0.04001426696777344,67.30693817138672,0.04817689922143319,0.030101409181952477,30.946468353271484,0.049217578508918405,0.0353386290371418,36.645450592041016,0.041950422898413865,0.021381543949246407,27.38220977783203
