seed,frame,n_obs,ddpm_rmse,ddpm_mag_err,ddpm_ang_err_deg,vcnn_rmse,vcnn_mag_err,vcnn_ang_err_deg,stream_full_rmse,stream_full_mag_err,stream_full_ang_err_deg,divergentunet_rmse,divergentunet_mag_err,divergentunet_ang_err_deg
0,14053,136,0.059755736379382314,0.03111366368830204,58.80237579345703,0.035491692404839334,0.024901507422327995,28.77181625366211,0.03462808001168247,0.02582811750471592,25.447465896606445,0.057336175332774554,0.031394653022289276,57.68333053588867
1,9194,143,0.04805391439883526,0.04735122248530388,15.20911693572998,0.02717280463629928,0.02373523823916912,14.367271423339844,0.054406466072881667,0.03140411898493767,24.641836166381836,0.057423810588635396,0.049419090151786804,19.65199851989746
2,14031,136,0.08808009446819826,0.08837136626243591,21.20374870300293,0.02746651863620857,0.014975756406784058,16.18258285522461,0.06568171109170974,0.03521347418427467,39.354087829589844,0.062419903494588265,0.05940264090895653,15.82399845123291
3,13987,143,0.07720418795921702,0.03617125004529953,56.86293029785156,0.04889991545450716,0.036367230117321014,37.60022735595703,0.05981422117102403,0.04066435620188713,49.254764556884766,0.07215316789058937,0.033999003469944,59.66254806518555
4,13844,140,0.09094398898379222,0.0434521809220314,48.307498931884766,0.047528438994589056,0.03429972752928734,25.041738510131836,0.047345004013111154,0.02578892931342125,30.872793197631836,0.069635933133324,0.02809634618461132,40.56098556518555
5,11638,138,0.1264217201944084,0.047219451516866684,48.5145263671875,0.03818072977585044,0.03580367565155029,8.610751152038574,0.05730114171436775,0.03973652049899101,22.059494018554688,0.10605749114775417,0.03355841338634491,34.50374221801758
6,9147,132,0.08279254216942993,0.0670318454504013,73.83805084228516,0.0486763866583997,0.041306063532829285,14.846915245056152,0.04766216199048889,0.04214124009013176,22.105600357055664,0.08549402263551312,0.07178546488285065,59.832462310791016
7,16323,131,0.13059951653274215,0.119638592004776,34.29929733276367,0.052281035213644335,0.03281063213944435,33.445926666259766,0.11687812188893489,0.08369923382997513,53.07244110107422,0.10456307232147714,0.08896848559379578,34.003700256347656
8,13832,139,0.08907591671993884,0.06272577494382858,51.148719787597656,0.07503343724398451,0.06872878968715668,25.636821746826172,0.0742963086874356,0.054345037788152695,46.7457275390625,0.08296644098585865,0.07321936637163162,41.87614822387695
9,6996,138,0.06077292730685869,0.047233764082193375,19.809921264648438,0.037924527753207614,0.024655809625983238,18.97733497619629,0.07624140597854082,0.036627888679504395,51.04917526245117,0.05139041497624258,0.04109232872724533,19.476943969726562
10,13928,129,0.059982104241997077,0.04447084665298462,42.767921447753906,0.04655411582881114,0.04390501230955124,24.07613754272461,0.05094539072893671,0.038244184106588364,36.04320526123047,0.05251571392283466,0.04818768426775932,29.449493408203125
11,2288,139,0.058988727673036534,0.055058691650629044,17.2960147857666,0.02490681945518087,0.015325967222452164,13.626649856567383,0.053506028089080206,0.034532275050878525,25.25965118408203,0.07457223159925173,0.04345456883311272,38.154754638671875
12,11541,125,0.16026063540571955,0.03869917243719101,84.50601959228516,0.10816322693642075,0.06578397005796432,86.43852233886719,0.07236158736395633,0.06042034924030304,33.9796257019043,0.13313100755114524,0.043974969536066055,74.6747055053711
13,16241,144,0.09199832109814077,0.04311379790306091,50.400386810302734,0.050352652685969626,0.03576840087771416,23.289724349975586,0.06510596702039903,0.035533320158720016,34.90363693237305,0.07889589344856798,0.03754669427871704,39.055335998535156
14,4428,123,0.19111292439890512,0.16503670811653137,102.57166290283203,0.08698235300435883,0.08803712576627731,15.253196716308594,0.09842288144217357,0.10062804073095322,24.314586639404297,0.18670515369907842,0.17811255156993866,116.96671295166016
15,16300,129,0.09262364339962169,0.08462189882993698,26.538848876953125,0.054693794485436445,0.039943844079971313,24.390361785888672,0.07879832671097561,0.06122985854744911,29.867637634277344,0.08556335380950573,0.08469218760728836,24.44830322265625
16,9304,131,0.22658659644288348,0.2146008312702179,36.230953216552734,0.054460668327088214,0.03658396750688553,14.899096488952637,0.08668649939177737,0.04784822463989258,27.442590713500977,0.2069172098299574,0.1900111436843872,33.89473342895508
17,13868,139,0.07254513380471837,0.048323679715394974,56.75275802612305,0.06097049971436331,0.048440225422382355,40.316856384277344,0.05863100500531838,0.03975675627589226,49.2038459777832,0.06605461644553733,0.05092184990644455,40.739139556884766
18,16237,117,0.11245273532568276,0.1056235134601593,38.4256706237793,0.06946278726517748,0.060502611100673676,30.904335021972656,0.07328892827685016,0.043105240911245346,28.934762954711914,0.1056571723176504,0.09603473544120789,35.31919860839844
19,11501,144,0.06763874684634646,0.0514625646173954,31.7627010345459,0.02093218959102489,0.01833326369524002,10.982287406921387,0.05517674940375796,0.03678854554891586,26.306690216064453,0.05445566257105347,0.048001401126384735,21.44357681274414
20,16234,134,0.15143536772929103,0.08706402778625488,40.772666931152344,0.06142325849759199,0.05116397142410278,19.389524459838867,0.07954282313671027,0.0596802644431591,24.33497428894043,0.1273927186080135,0.08478572964668274,34.43980407714844
21,6794,135,0.042310821259371995,0.02963530644774437,55.452144622802734,0.0502149161999351,0.03097549080848694,53.298851013183594,0.042175128731094275,0.024029921740293503,52.76142501831055,0.039955925574418065,0.027099210768938065,56.08060073852539
22,13919,145,0.14542683276645332,0.05590527877211571,56.12175369262695,0.05003936221478692,0.0453483946621418,11.817583084106445,0.0659012665356255,0.06261876970529556,19.930171966552734,0.12615937228306773,0.0713757872581482,46.10443115234375
23,2124,140,0.08435807017714415,0.03931236267089844,51.049964904785156,0.026223446140413206,0.022086672484874725,16.712831497192383,0.05587974392137801,0.03214707225561142,38.917396545410156,0.07890860898588592,0.03590717539191246,50.35421371459961
24,6930,141,0.07699893069818202,0.060096289962530136,30.210147857666016,0.041090198964247926,0.02618514932692051,19.76485252380371,0.06599220420714508,0.036361388862133026,33.49153518676758,0.06379891554752702,0.04694821313023567,26.986316680908203
25,9247,144,0.041101731510773135,0.027983572334051132,32.56903839111328,0.028993784601362038,0.02402346208691597,15.756418228149414,0.040403000678935895,0.03168502822518349,30.109506607055664,0.0501467384614584,0.03557879105210304,36.76871109008789
26,16184,113,0.0886323508357338,0.05177244544029236,35.71699905395508,0.05655576812369737,0.048552993685007095,12.546072006225586,0.05678746634301393,0.03688593581318855,23.343908309936523,0.07898513660477202,0.04798165336251259,31.131921768188477
27,2068,131,0.12039627214097712,0.09665205329656601,74.98663330078125,0.0364449861891638,0.02254677563905716,16.87635612487793,0.07078607788840363,0.0701703354716301,32.003658294677734,0.11601204633679074,0.10897067189216614,69.78370666503906
28,11631,147,0.06881518456976353,0.053955014795064926,47.91630554199219,0.060303417811093385,0.054655589163303375,26.290597915649414,0.045139597067964984,0.036899179220199585,24.435827255249023,0.06175952507797814,0.04777875542640686,35.66333770751953
29,16306,128,0.16787703035652443,0.1367407590150833,33.36088943481445,0.04605951981762359,0.03533242642879486,14.615840911865234,0.0751527833546962,0.05571044608950615,21.061376571655273,0.15184359558688526,0.12966904044151306,28.32288932800293
30,2241,147,0.062078877921355635,0.046392932534217834,38.82544708251953,0.03309820618499537,0.02595626562833786,12.571969985961914,0.04244016893965603,0.03140117600560188,22.072240829467773,0.07828891221111253,0.06218985840678215,46.934898376464844
31,9321,126,0.05361677375621482,0.041306111961603165,32.170677185058594,0.034813456676518945,0.028717665001749992,15.786386489868164,0.040745524619402944,0.028710080310702324,27.428861618041992,0.06230363401392818,0.038227878510951996,36.99574279785156
32,16211,146,0.11982176480803143,0.08396536856889725,39.3975830078125,0.04382507262078447,0.02681984193623066,20.44122886657715,0.0619868996633594,0.0503784604370594,21.84495735168457,0.11481752437217235,0.0785326287150383,36.95983123779297
33,16212,140,0.09655143337165804,0.06358588486909866,46.398921966552734,0.046027365414378005,0.040461570024490356,17.777908325195312,0.0586851696347068,0.047628842294216156,22.498401641845703,0.10039904553289117,0.06381212174892426,43.358245849609375
34,2169,142,0.06267165833376673,0.03156622499227524,42.92348861694336,0.03440761973104189,0.015478812158107758,21.122100830078125,0.04625518635367818,0.03743315860629082,28.005847930908203,0.05852658734108921,0.031527478247880936,40.26380157470703
35,2237,140,0.15671093736902622,0.09056531637907028,64.0114517211914,0.03440059828966186,0.03311808034777641,6.960122108459473,0.05468516528463691,0.037128932774066925,14.840680122375488,0.16919784237266416,0.11836695671081543,65.61863708496094
36,6931,130,0.10349903712828405,0.08469727635383606,60.44493865966797,0.07683294498741967,0.0610940046608448,31.107091903686523,0.09435813737483842,0.0605575367808342,44.61175537109375,0.09530991447780345,0.07216351479291916,60.167152404785156
37,4444,137,0.18433515573152656,0.19524118304252625,24.541545867919922,0.03655973836410335,0.032429590821266174,11.06552505493164,0.051001209827483525,0.039011504501104355,16.357593536376953,0.148185161027988,0.15883871912956238,21.300161361694336
38,4595,148,0.07455052463180076,0.060075581073760986,18.30362319946289,0.02858134565501647,0.02641967684030533,6.202314853668213,0.057377648476995086,0.031178303062915802,20.806978225708008,0.0853293068688992,0.07806909829378128,16.69246482849121
39,16378,137,0.156557815547858,0.11191285401582718,46.81951904296875,0.06646553796095589,0.046436116099357605,21.995868682861328,0.07254671671609388,0.053569063544273376,30.114398956298828,0.10222725178045235,0.07036778330802917,28.21592140197754
40,9343,143,0.2214882095783272,0.18149885535240173,45.99694061279297,0.0317782728803643,0.02451946958899498,7.510195732116699,0.07732687627634251,0.05008026584982872,30.05546760559082,0.19303171152420048,0.14359904825687408,39.334693908691406
41,11627,139,0.11895715765025411,0.07848615944385529,40.98942565917969,0.03665951634048826,0.03382440656423569,8.420389175415039,0.047832960500591236,0.03689972311258316,25.94460105895996,0.09726459723353909,0.060167036950588226,37.50264358520508
42,2213,140,0.13050779992361003,0.10642892122268677,36.57725143432617,0.07004072171402362,0.06646386533975601,12.615704536437988,0.10211149428209003,0.07920783758163452,27.3375301361084,0.14127143276734427,0.13164827227592468,41.90939712524414
43,9248,146,0.059810370840453715,0.033099427819252014,70.39517974853516,0.02546956865830963,0.021598197519779205,13.722674369812012,0.043419441691047736,0.03238562121987343,31.27616310119629,0.06428928700527972,0.038096100091934204,59.793338775634766
44,11632,143,0.05870637923494749,0.045786358416080475,63.26530838012695,0.041711881770630246,0.03632485121488571,27.85466194152832,0.04957221406567687,0.030825568363070488,42.63671875,0.05596093468432069,0.041569434106349945,43.881141662597656
45,16289,132,0.14568346550625694,0.10067593306303024,52.605918884277344,0.06811094618831921,0.039277590811252594,49.586795806884766,0.10859801074642779,0.07072754204273224,59.299537658691406,0.12910496328793258,0.09311329573392868,46.37575149536133
46,9244,149,0.053648482019402435,0.03707791492342949,22.31658935546875,0.034395563270025624,0.029093055054545403,10.068300247192383,0.06873581204162166,0.042515888810157776,26.667964935302734,0.06587246293175665,0.05506511777639389,28.14608383178711
47,2227,128,0.14563304388924533,0.11413418501615524,66.55413055419922,0.0386291692519143,0.03681674227118492,8.257316589355469,0.06074175616347115,0.043443482369184494,19.980195999145508,0.14717478447261356,0.12441261857748032,61.93214416503906
48,2282,134,0.06427915851008552,0.016312507912516594,50.663448333740234,0.03473011929095342,0.027406862005591393,19.071300506591797,0.045224820498216974,0.026111362501978874,42.753173828125,0.06038676582566827,0.025242481380701065,50.39035415649414
49,2135,132,0.0665092924395021,0.05497162789106369,60.31637191772461,0.029665605988577357,0.026898112148046494,13.731669425964355,0.040682853870056865,0.026244064792990685,32.037681579589844,0.061336431211415306,0.06607580929994583,35.98631286621094
